seed,attraction,nn_mean,densvar_mean,lcf_mean,nclusters_mean,lcf_time_std,runtime_sec
0,0.0,0.028875738966984782,1.273777777775513,0.2911666666666667,31.15,0.1058262464818839,4.917988061904907
1,0.0,0.028759142029950207,1.3248888888865333,0.32966666666666666,29.45,0.10697299763128179,4.800364017486572
2,0.0,0.02871171195282462,1.3368888888865122,0.306,31.65,0.11966898790692043,4.7240869998931885
3,0.0,0.029084678663564317,1.3253333333309774,0.3385,31.15,0.12789524793534923,4.701812028884888
4,0.0,0.0288375872431103,1.32444444444209,0.2808333333333334,29.9,0.08439901921494376,4.710373163223267
5,0.0,0.028665413633297786,1.348888888886491,0.3123333333333333,32.4,0.11593628518381216,4.810930252075195
6,0.0,0.028948747631436483,1.3408888888865051,0.2833333333333333,32.75,0.13981336766481872,4.7018561363220215
7,0.0,0.02926078562873698,1.2999999999976888,0.3156666666666667,30.85,0.14115436782315863,4.706834077835083
8,0.0,0.029142490857981086,1.2982222222199145,0.33366666666666667,29.9,0.13261850046907733,4.732246160507202
9,0.0,0.029154572871720456,1.3502222222198217,0.34983333333333333,30.9,0.16573564962178644,4.704624891281128
0,0.02,0.028965844357362443,1.3053333333310129,0.3556666666666667,32.05,0.12581776945690584,4.711488962173462
1,0.02,0.028857050829870928,1.3528888888864838,0.39349999999999996,31.95,0.15583992855918963,4.63181471824646
2,0.02,0.028827756512770218,1.3808888888864341,0.38416666666666666,33.35,0.13382772923094494,4.591259241104126
3,0.02,0.028526856887670777,1.4102222222197152,0.44283333333333336,31.45,0.14605278726086218,4.610822916030884
4,0.02,0.02891661024737429,1.3439999999976107,0.32999999999999996,30.25,0.14675376201878665,4.907294034957886
5,0.02,0.02857612854624599,1.360444444442026,0.40750000000000003,31.55,0.12989258382730454,4.93572998046875
6,0.02,0.02879798068696756,1.3582222222198077,0.4051666666666667,31.6,0.1177118657287078,4.85704493522644
7,0.02,0.028806010397158292,1.3697777777753424,0.35633333333333334,32.7,0.1451814956069356,4.747081995010376
8,0.02,0.028445451401759504,1.4124444444419335,0.4241666666666667,31.9,0.14337935307738311,4.8205249309539795
9,0.02,0.028837567039290146,1.327999999997639,0.39899999999999997,30.7,0.1084799008521343,4.882491111755371
0,0.04,0.01877936345041366,4.5791111111029705,0.9343333333333333,14.75,0.016603212540549694,4.80227518081665
1,0.04,0.019415949631747236,4.498222222214226,0.9238333333333332,16.8,0.013955285736952854,4.740263938903809
2,0.04,0.019279195013826335,4.354666666658926,0.9223333333333332,16.45,0.019295940851208414,4.7413928508758545
3,0.04,0.01889862850166859,4.593777777769612,0.9269999999999999,16.15,0.02323550922379127,4.743152141571045
4,0.04,0.01877136015932943,4.530222222214169,0.929,16.05,0.018260461233069784,4.740672588348389
5,0.04,0.019541964445926457,4.482666666658698,0.9268333333333333,16.2,0.020802644062714728,4.748233079910278
6,0.04,0.020115162591904594,4.323555555547868,0.914,18.75,0.020618222792256145,4.7826619148254395
7,0.04,0.01953299470471585,4.503111111103106,0.9173333333333333,17.6,0.025854292572887086,4.741534948348999
8,0.04,0.018663951665796576,4.997777777768894,0.9331666666666667,15.7,0.015863129857909157,4.737782955169678
9,0.04,0.019065979864841355,4.486222222214247,0.9255000000000001,15.25,0.022955875549022783,4.734830141067505
0,0.06,0.013556238641102863,8.286666666651936,0.9744999999999999,6.5,0.010015266125049074,4.75793981552124
1,0.06,0.013779150381824196,8.203555555540971,0.9728333333333333,7.15,0.01283549765299344,4.748255968093872
2,0.06,0.013621422900164545,8.060444444430114,0.9788333333333334,6.0,0.0067720832179699935,4.901747941970825
3,0.06,0.013439744032692416,8.4013333333184,0.9773333333333334,6.15,0.009752492558885198,4.930724859237671
4,0.06,0.013722099528285635,8.295555555540808,0.9741666666666667,7.1,0.009768145508061718,4.8184638023376465
5,0.06,0.01387783828212919,8.17511111109658,0.9720000000000001,7.0,0.010666666666666668,4.897111177444458
6,0.06,0.013944948860955538,8.087999999985621,0.9710000000000001,7.6,0.010440306508910546,4.760138034820557
7,0.06,0.013896490186826658,8.230222222207592,0.9706666666666666,7.95,0.009752492558885191,4.831549882888794
8,0.06,0.013708635153089403,8.37599999998511,0.9758333333333334,6.95,0.009537935951882983,4.944373846054077
9,0.06,0.013667093098333069,8.048444444430135,0.9766666666666668,6.8,0.007226494462892921,4.905997037887573
0,0.08,0.011311062012901923,11.252444444424437,0.9869999999999999,4.15,0.005953523699830586,4.891751289367676
1,0.08,0.01127764932633879,11.30844444442434,0.9889999999999999,3.95,0.00615539510420647,5.014020204544067
2,0.08,0.011233568341873801,11.077777777758085,0.9894999999999999,3.75,0.0057999042137684455,4.922682762145996
3,0.08,0.011107658524326793,11.404888888868616,0.9891666666666664,3.6,0.007808471183414998,4.839940786361694
4,0.08,0.011323646300783839,11.425333333313024,0.9866666666666667,4.45,0.005477225575051663,4.907860994338989
5,0.08,0.011344088035343411,11.294222222202144,0.9886666666666665,3.95,0.005617433182117576,4.980445146560669
6,0.08,0.011446662392897204,11.058222222202563,0.9846666666666664,4.85,0.006944222218666542,4.883883953094482
7,0.08,0.011416561142347573,11.486666666646247,0.9855,4.5,0.008450838222724815,4.8618388175964355
8,0.08,0.01148120261778499,11.188444444424555,0.9883333333333333,4.35,0.0038729833462074112,4.973664045333862
9,0.08,0.011466242163704751,10.797777777758581,0.9871666666666666,4.25,0.006521332515504618,4.819531202316284
0,0.1,0.009930305353965645,13.912888888864156,0.9924999999999999,3.05,0.006135054106435322,4.826993227005005
1,0.1,0.010092774111799378,13.822666666642096,0.9936666666666666,2.75,0.0052599112793531725,4.792860746383667
2,0.1,0.013420152865937295,8.182666666652118,0.6611666666666666,6.6,0.005085382100797456,4.749720096588135
3,0.1,0.009941550725977383,13.889777777753086,0.9938333333333332,2.65,0.004252450274057694,4.769876003265381
4,0.1,0.01002169126944209,13.88311111108643,0.9921666666666665,3.2,0.004506168611531932,4.780273914337158
5,0.1,0.010042798301202695,13.907999999975274,0.9924999999999999,2.8,0.005565269285688007,4.779727935791016
6,0.1,0.010189756075624563,13.7066666666423,0.9891666666666665,3.85,0.005565269285688012,4.7587339878082275
7,0.1,0.009987460781287328,13.956888888864077,0.9934999999999998,2.75,0.005320296566504136,4.809623956680298
8,0.1,0.010241274148556863,13.923999999975248,0.993,3.0,0.004818944098266995,4.817267894744873
9,0.1,0.010133538258418829,13.252444444420885,0.9936666666666666,2.6,0.006403124237432851,4.781265735626221
0,0.12,0.009081486876588498,16.322222222193208,0.9948333333333332,2.5,0.0044064346888007646,4.8698890209198
1,0.12,0.009199142227799335,16.060888888860337,0.9954999999999998,2.25,0.004381146476031654,4.8061909675598145
2,0.12,0.012248549890914267,9.50222222220533,0.6728333333333333,5.15,0.004861984048604924,4.936568021774292
3,0.12,0.009127839075670784,16.19733333330454,0.9951666666666666,2.35,0.0037230513172814557,4.978464126586914
4,0.12,0.009103924024276577,16.258222222193318,0.9939999999999998,2.75,0.0029059326290271277,4.807437896728516
5,0.12,0.009150397710774957,16.189777777748994,0.9948333333333332,2.35,0.005214829282387343,4.850032091140747
6,0.12,0.009357541211802,16.24133333330446,0.9924999999999999,2.95,0.004930066485916352,4.777647972106934
7,0.12,0.009137181929698684,16.458222222192965,0.9958333333333332,2.15,0.0036324157862839073,4.8179237842559814
8,0.12,0.009268724402659549,16.094666666638055,0.9949999999999999,2.4,0.00428174419288838,4.936233043670654
9,0.12,0.009291612201328391,15.438222222194776,0.9959999999999999,2.1,0.0038873012632302064,4.847612142562866
0,0.14,0.008423962005258637,18.411555555522824,0.9960000000000001,2.15,0.004422166387140533,4.858924150466919
1,0.14,0.008621144259074254,18.16888888885659,0.9976666666666667,1.7,0.0028087165910588,4.8241798877716064
2,0.14,0.00858540653766815,18.199555555523197,0.9973333333333333,1.8,0.0030912061651652365,4.946209192276001
3,0.14,0.008417882191836654,18.431999999967232,0.9963333333333333,2.0,0.0037859388972001926,4.997946262359619
4,0.14,0.008582185773879378,18.34977777774516,0.9951666666666664,2.35,0.003570714214271435,4.871694803237915
5,0.14,0.008441219494852213,18.351999999967376,0.9973333333333333,1.8,0.0016996731711975907,4.986207962036133
6,0.14,0.008683531668415397,18.345333333300722,0.9944999999999998,2.5,0.004506168611531936,4.946071147918701
7,0.14,0.00844798227576547,18.681333333300124,0.9971666666666665,1.8,0.0030322342331100443,4.795261859893799
8,0.14,0.008579222374674664,18.173333333301024,0.9955,2.2,0.003982601048449514,4.827993631362915
9,0.14,0.008567782685737766,17.770666666635073,0.9966666666666665,1.9,0.003496029493900517,4.784390926361084
0,0.16,0.007966292314389015,20.55911111107456,0.9976666666666667,1.7,0.002380476142847623,4.934470891952515
1,0.16,0.008105645204559931,20.240888888852904,0.9978333333333333,1.6,0.0030322342331100503,4.883181095123291
2,0.16,0.008107267939858241,20.340444444408284,0.9971666666666668,1.8,0.004746343621966052,4.8069517612457275
3,0.16,0.00843154565222644,18.77244444441107,0.9504999999999999,2.0,0.140772768042055,4.792817831039429
4,0.16,0.008048318064523975,20.04666666663103,0.9968333333333332,1.85,0.003244653722321972,4.832510948181152
5,0.16,0.007992252110582609,20.4026666666304,0.9978333333333331,1.65,0.001907587190376593,4.805538177490234
6,0.16,0.008120242742623632,20.49155555551913,0.9959999999999999,2.05,0.004294699575575053,4.825636863708496
7,0.16,0.008002409950811164,20.37466666663045,0.9983333333333333,1.5,0.0019720265943665325,4.904146909713745
8,0.16,0.008074456821708209,20.010666666631092,0.9964999999999998,1.9,0.003723051317281451,4.86298394203186
9,0.16,0.008084699730518318,19.801333333298132,0.9979999999999999,1.6,0.0028674417556808795,4.886224031448364
0,0.18,0.0076710528108717745,22.41111111107127,0.9984999999999999,1.45,0.002229848026709945,4.830142974853516
1,0.18,0.0076737082704508176,22.063555555516334,0.9988333333333334,1.35,0.0019075871903765959,5.0208799839019775
2,0.18,0.007670384439849703,22.104888888849594,0.9974999999999999,1.7,0.003926406329796594,4.931883811950684
3,0.18,0.007784138558947116,21.091999999962503,0.9746666666666666,1.65,0.10205880657738459,4.917844772338867
4,0.18,0.007628119067661988,22.43644444440456,0.9973333333333333,1.7,0.0034318767136623353,4.920767068862915
5,0.18,0.007641825496316104,22.113777777738463,0.9983333333333333,1.5,0.0019720265943665325,4.9980549812316895
6,0.18,0.007683816110554657,22.465777777737838,0.9969999999999999,1.8,0.0029627314724385402,5.023617744445801
7,0.18,0.007600745182196794,22.39644444440463,0.9984999999999999,1.45,0.0019649710204252607,5.063106060028076
8,0.18,0.00766547469082936,21.834666666627847,0.9974999999999999,1.65,0.003140240613569473,4.988941669464111
9,0.18,0.007792574299815816,21.657777777739273,0.999,1.3,0.0015275252316519312,5.092076063156128
0,0.2,0.007311012320579405,24.050666666623908,0.999,1.3,0.0015275252316519312,4.891700029373169
1,0.2,0.009712661993444976,14.947999999973424,0.6848333333333334,3.35,0.00324465372232195,4.830364227294922
2,0.2,0.00731361259647616,23.996888888846225,0.9974999999999999,1.7,0.004579543888011368,4.7153480052948
3,0.2,0.007884994253894337,21.549777777739468,0.9046666666666667,1.7,0.18819139193916393,4.765407085418701
4,0.2,0.007265776212212626,23.9884444444018,0.9976666666666668,1.6,0.0033499585403736283,4.740041255950928
5,0.2,0.007622335555820195,23.239999999958687,0.9724999999999999,1.55,0.07897872427995331,4.731131076812744
6,0.2,0.00739647262412671,24.027999999957284,0.9978333333333333,1.6,0.002420973174388998,4.865969896316528
7,0.2,0.007252264194166982,24.151999999957063,0.999,1.3,0.0015275252316519312,4.9145121574401855
8,0.2,0.007345623956269425,23.6382222221802,0.9983333333333333,1.45,0.002236067977499792,4.940086126327515
9,0.2,0.007434145730275264,23.387999999958424,0.9993333333333332,1.2,0.0013333333333333198,4.815974950790405
